Date,Tweet,roberta_negative,roberta_neutral,roberta_positive
2022-09-29 19:27:54+00:00,"Everyone should keep a long term perspective. It’s always darkest before the dawn. With 2026 EPS of $20.80, at 40x P/E (2x PEG), $TSLA worth $832 by 2026. Discounting this back at 13.6% (4.0% 10yrTY, 6% ERP, 1.6x beta), $TSLA value $550. That’s 100% upside over 6-12 mos. https://t.co/oPn2JMXBrh",0.0069959234,0.20057273,0.7924313
2022-09-29 19:24:50+00:00,$TSLA Cybertruck can act as a boat according to Elon. https://t.co/aahIkZwUCT,0.019582195,0.7478484,0.23256941
2022-09-29 19:17:48+00:00,"#GigaBerlinBrandenburg
@tesla destination chargers are ready to charge all electric vehicles, not just Tesla, for all employees. https://t.co/EfecEy3CQu",0.012042074,0.2868682,0.7010897
2022-09-29 19:12:32+00:00,"According to California rules that are now also being adopted by New York state, 69% of all new cars sold will have to be EVs by 2030. @elonmusk $TSLA",0.01803948,0.77940553,0.20255497
2022-09-29 19:10:37+00:00,"“New York state plans to adopt California's rules approved in August that would require all new vehicles sold in the state by 2035 to be either electric or plug-in electric hybrids, Governor Kathy Hochul said Thursday” — Reuters $TSLA",0.010961953,0.8249039,0.16413411
2022-09-29 19:08:03+00:00,@KellyRoofing @TeslaSolar @elonmusk @Tesla But $TSLA is just a car company and the auto analysts are the only ones that should value it….. 🙄,0.36858565,0.47192353,0.1594908
2022-09-29 19:01:22+00:00,"Tomorrow, Tesla, $TSLA, AI day 2 is ongoing.

Unusual Whales is bringing some Tesla experts to discuss, including:

@GerberKawasaki 
@WholeMarsBlog 
@jasondebolt 
@teslaherbert 
@WR4NYGov 

&amp; more!

Join below to prepare before the event at 6:55PM EST:
https://t.co/D2PPPVps5Q",0.0043934947,0.4718333,0.52377325
2022-09-29 18:48:36+00:00,Time for me to wrap up things for next 10 days and walk away from the markets and enjoy some time off again. I'm holding all my shares as it makes no sense to panic sell this bloodbath today. I'll check in when gone but everyone have a great week. AI and deliveries on deck. $TSLA https://t.co/tTXJ02cssL,0.09797409,0.3394586,0.5625673
2022-09-29 18:46:07+00:00,"Today they're shooting the generals.
$AAPL $TSLA https://t.co/Jymw8fUpyq",0.57402223,0.39120814,0.034769576
2022-09-29 18:43:55+00:00,I think i’ll buy some $TSLA today before the close,0.007959309,0.5993578,0.39268294
2022-09-29 18:36:51+00:00,"Fuck what you heard, it’s Tesla AI day (part 2) tomorrow, where the world gets a glimpse at Tesla’s most important product ever made. $TSLA",0.0104554985,0.10786972,0.88167477
2022-09-29 18:23:20+00:00,This makes my day! #Tesla #hawaii $TSLA https://t.co/OCLH7b3H39,0.0012586353,0.019260317,0.9794811
2022-09-29 18:13:24+00:00,Even after being down 7% today the PE is 103x. Totally insane with growth having plateaued and a 10% haircut to ASP from FX. Nobody should be surprised when $TSLAQ is a fraction of itself in 6 months! $TSLA $TSLAQ,0.1958043,0.4239253,0.3802704
2022-09-29 18:10:14+00:00,"Tesla $TSLA Shares Could Rise in Coming Weeks Due to 3 Factors, Says Goldman Sachs

https://t.co/xl50r6gjeY",0.0026179939,0.3111021,0.6862799
2022-09-29 18:05:22+00:00,Meanwhile things continue to go well at Tesla. Wouldn't know it from the stock price however... $TSLA #AIday2,0.0066519864,0.111675136,0.8816729
2022-09-29 18:01:17+00:00,This ugly mean bear market is working its way through. Creating huge opportunities for investors who can see past this rate hike cycle. Which should be over soon. #tesla $TSLA,0.23036627,0.39689967,0.3727341
2022-09-29 17:57:57+00:00,$tsla just retested the $798 pre-split level. Screaming buy now. https://t.co/0TPBm60MyC,0.0264729,0.5715474,0.4019797
2022-09-29 17:42:24+00:00,"No way to sugarcoat $TSLA -6.9% today vs NDX -3.2%. Mainly due to Fed officials hammering home the message that int rates still going higher. Instit’ns don’t expect much from AI Day 2, worry about 3Q China deliveries, and realize $TWTR v Musk proceeding not going well for Elon. https://t.co/UmkfEln5xY",0.7345159,0.24326731,0.022216799
2022-09-29 17:41:43+00:00,"Friendly reminder to the $TSLA holders: As the value of $TSLA goes down, the number of shares Elon will have to sell in case he has to buy $TWTR goes up. https://t.co/De6coP8b0I",0.3066883,0.61809283,0.07521881
2022-09-29 17:40:44+00:00,"$TSLA along a few others the only interesting plays in a pretty choppy week--At 287, during a big green day, we said the bounce was corrective looking🤝 -7% since--As this and $AAPL catch up with the rest of tech they can still offer some good R:R plays https://t.co/tFEQyY1312 https://t.co/CU2ESycCX1",0.003118782,0.068810456,0.9280708
2022-09-29 17:27:23+00:00,@vap1337 @Tesla All I see is a free Tesla,0.022675196,0.40947065,0.56785417
2022-09-29 17:16:23+00:00,"@TeslaSolar roof stood up to #HurricaneIan with 155mph winds and a 10’ storm surge! This Powerwall was underwater for hours and is still working perfectly.

@elonmusk @Tesla #powerwall #solarroof https://t.co/V7443wwGwd",0.009691868,0.18932582,0.80098236
2022-09-29 17:11:40+00:00,"Rent checks coming in 2 days. 

I’ll be plowing it into $TSLA.",0.044277057,0.8144376,0.1412854
2022-09-29 17:08:22+00:00,"@TeslaSolar roof stood up to #HurricaneIan with 155mph winds and a 10’ storm surge! This Powerwall was underwater for hours and is still working perfectly.

@elonmusk @Tesla #powerwall #solarroof https://t.co/fVHmChyXUm",0.009369393,0.18638833,0.80424225
2022-09-29 17:06:40+00:00,"Investing in the stock market was and never will be easy bc many throw in the white towel along the way, bc they panic. 

Don’t panic. 

$TSLA",0.5426548,0.37669522,0.08065
2022-09-29 17:04:23+00:00,Being a $TSLA investor since 2017 has made me comfortably numb,0.096788965,0.5287192,0.3744919
2022-09-29 17:02:49+00:00,$TSLA now down $60 Pre-split in just a few hours today. Crazy stuff.,0.16900802,0.480556,0.35043594
2022-09-29 16:58:56+00:00,"Thank you @Tesla for delivering a car to the wrong address (my house), blocking my driveway for hours and not allowing me to pickup my kids from school on such a hot day. On top of that, all your driver had to say was ""call Tesla and tell them, I'm just a driver"". https://t.co/QqMXoAT7SJ",0.49582827,0.32018042,0.18399137
2022-09-29 16:44:48+00:00,"@klwtts @Tesla @elonmusk Hey @elonmusk, Tesla should honor Ryan’s order. They cancelled on him due to financing but he should be allowed to complete the order at the agreed upon price if he can secure his own financing. 

This guy has bought many Teslas from you, he should be getting VIP treatment.",0.244464,0.5535571,0.2019789
2022-09-29 16:43:49+00:00,How do EVs charge after a natural disaster? @tesla @ElectrifyAm @klwtts @DBurkland https://t.co/J1TTy8sAzQ,0.23094416,0.72792363,0.041132193
2022-09-29 16:33:44+00:00,"(Reuters) - New York state plans to adopt California's rules approved in August that would require all new vehicles sold in the state by 2035 to be either electric or plug-in electric hybrids.

$TSLA $GM $F",0.011552952,0.8240304,0.16441661
2022-09-29 16:08:18+00:00,For those who want to read the anti-Musk view about how the Twitter vs Musk case is going.  $TWTR $TSLA https://t.co/maaTCFBL6y,0.21890645,0.7356616,0.045431945
2022-09-29 16:07:31+00:00,This thing is never coming to market. $TSLA https://t.co/dpcwpWUNHi,0.76344997,0.21449134,0.022058744
2022-09-29 16:07:26+00:00,"I remember hearing @elonmusk say years ago “FSD Beta will work even in San Francisco” 

I didn’t believe him. It was too hard to imagine. Fast forward to today and you can drive in rush hour traffic in San Francisco without takeover more often than not. Crazy. $TSLA @elonmusk",0.4752607,0.37911525,0.14562404
2022-09-29 16:06:09+00:00,"Ron Barron: We see so much potential, we don’t want to sell; Of all companies I cover &amp; analysts come pitch to me, the company I feel the most confidence in is $TSLA; People think we're going into a slowdown but demand for their cars has never been better.
https://t.co/ZY6U3C3taL",0.070943,0.28805327,0.6410037
2022-09-29 15:45:41+00:00,I have a crazy gut feeling that this is the time to short $tsla at long last.,0.28257093,0.5902489,0.1271802
2022-09-29 15:39:36+00:00,"Cybertruck will be able to serve as a boat. 

This product is going to be nuts, for real. 

$TSLA https://t.co/ZtYl0lhLej",0.035215102,0.29694554,0.66783935
2022-09-29 15:35:28+00:00,"How are those Model S ""boats"" doing, Mr. Fraudsperger's?

$TSLA https://t.co/PZ7jPq2Dzu",0.55590343,0.40896305,0.035133485
2022-09-29 15:12:46+00:00,"Took the $274.24 for the quick $6,000 win. $TSLA",0.0034109503,0.29261938,0.70396966
2022-09-29 15:10:30+00:00,"Top 10 $QQQ Holdings 

And Credit Rating

$AAPL : AAA
$MSFT : AAA
$AMZN : A1
$TSLA : BA1
$GOOG: AA2
$GOOGL: AA2
$META : A1
$NVDA : A2
$PEP : A1
$COST : AA3

In the coming months investors will learn why credit ratings were important.",0.04401861,0.7798902,0.17609124
2022-09-29 15:05:35+00:00,"Bought 25 more $TSLA.

Bc why not?",0.13132909,0.7954558,0.07321508
2022-09-29 14:59:50+00:00,This supports my comments yesterday that full-price fleet sales could be positive contributor to 3Q $TSLA delivs. https://t.co/gYrhTK8mmj,0.0015269009,0.101446494,0.8970266
2022-09-29 14:56:35+00:00,I guess all the hyperbulls that had $TSLA disrupting labor and helping Elon build a colony on Mars in 2024 will need to scrap their pre-recorded YT videos and revise their unicorn Microsoft Excel spreadsheet models. https://t.co/lDheVvg4rP,0.49305007,0.42154092,0.085409075
2022-09-29 14:56:14+00:00,"Translation:

$TSLA doesn't have jack shit, and needs to try to hire people (in an extremely competitive field) to get it for them. https://t.co/Dag192xIgo",0.5965372,0.3366972,0.066765636
2022-09-29 14:54:36+00:00,"Not an awesome buying seen here so far so close to my level 36xx 

But there’s likely a wall of limit orders here sub 360 $spy 

It’s front running it along with my $tsla key LIS at 27X 

I think the wise thing will be to explore this wall of orders and see what’s out there 🫣",0.3886735,0.5028449,0.10848158
2022-09-29 14:50:40+00:00,"The last two remaining blocks in the market are starting to melt
$AAPL $TSLA https://t.co/b0VjcUOKqp",0.16925138,0.7394676,0.09128095
2022-09-29 14:39:25+00:00,"This is what we're dealing with people. You can't be blind to the fact he is just not with it and should NOT be ""running the country."" Shaking hands with the air, unaware of surroundings, etc. How can you feel confident seeing this? $TSLA

https://t.co/WtJ4dsbU9e via @YouTube",0.8241116,0.16395307,0.011935327
2022-09-29 14:29:13+00:00,"Guilty of overtrading in this aggressive price action. I’m far from perfect but I try my best to keep my losses small. 

Think I did a good job of that today!

$SPY $AAPL $TSLA https://t.co/qYMDVoNyMM",0.13429336,0.4126849,0.45302168
2022-09-29 14:21:24+00:00,"#FSDBeta avoids a cyclist, pedestrians and a car pulling out, all in the span of ~20s. Very impressive. $TSLA #Tesla @elonmusk 
https://t.co/MpP19jk5Ah https://t.co/0M1nK3Ax0q",0.00729215,0.11142138,0.88128644
2022-09-29 14:13:53+00:00,When is the last time we saw $TSLA down almost $50 (pre-split) in 40 min? Wowza.,0.2969265,0.56975764,0.13331586
2022-09-29 14:11:16+00:00,"Just bought 3,000 for a day trade at $272.32. $TSLA",0.04274617,0.8618617,0.09539205
2022-09-29 13:57:46+00:00,"@Tesla Model 3 Battery pack for sale on Ebay. Look at the damage, yet no fire. Pyro fuse doing its job. 

(TSLAQ is broke)

@elonmusk https://t.co/YpEGoNAI66",0.34592035,0.51700026,0.13707948
2022-09-29 13:18:36+00:00,"Don’t be scared. Don’t panic. 

These are the times to scoop up the best companies on the low. 

Nibble nibble nibble. 

Little by little, the tide will turn in our favor.

Once inflation metrics cool off, that’s when we’ll moon.

Until then, I’m loading the booster.

$TSLA",0.021138866,0.24576452,0.7330966
2022-09-29 12:35:37+00:00,Stocks and futures dropping now after that jobless claims number. It was lower than we needed for a bounce. We need some data points to move markets but we're not getting it yet. $TSLA,0.6850195,0.28929478,0.025685815
2022-09-29 12:30:46+00:00,Crap. No help from data today for markets. $TSLA,0.89580095,0.091171555,0.013027438
2022-09-29 12:28:12+00:00,Jobless claims coming up in 2 min. Would love to see that spike higher for markets. $TSLA,0.033771936,0.2712835,0.6949445
2022-09-29 12:24:07+00:00,"Our portfolio company in the Hydrogen sector: Fusion Fuel $HTOO today announces a $5 million USD Tech Sale Contract for 3.2 MW Green Hydrogen Project in Spain

Read 👇for price targets and our comment 

https://t.co/XgjvhhIp6K

Related: 
#hydrogen $HYPRO $NXH $FCEL $GREENH $TSLA",0.012960204,0.8645642,0.12247557
2022-09-29 12:19:44+00:00,$TSLA ends Hawaii’s dependency on coal https://t.co/EgI5npmCJ3,0.22079845,0.7314882,0.047713306
2022-09-29 12:04:10+00:00,Buckle up. Meester is going to talk now. $TSLA,0.09202615,0.7966983,0.11127565
2022-09-29 12:01:59+00:00,Ghost orders at $287.82. Hoping that is the target for after the open. The ghost orders usually indicate direction for the day. $TSLA,0.010847263,0.74798274,0.24116993
2022-09-29 12:00:53+00:00,"Happy Thursday. The hurricane passed over my house around 2am. It was very scary, a lifetime event. I am safe &amp; happy. Would like to thank you all for thinking of me, for your prayers &amp; kind words. The $TSLA community is full of wonderful people &amp; I love you all. ♥️ https://t.co/pggZ04vNli",0.0017401502,0.008905172,0.9893547
2022-09-29 11:06:52+00:00,"@Kristennetten @Tesla @elonmusk Me and my family are all safe, but please spread the word to think and consider helping in any way the many people and families in Florida that are facing total tragedy.",0.16071512,0.5890214,0.25026348
2022-09-29 10:58:16+00:00,"So, tomorrow we have AI day and then this weekend we'll get Q3 deliveries. You know my position on AI day. Usually it's not a good catalysts for the stock. Quite the reverse. Now, deliveries I'm anticipating to be an upside surprise. It's a tough call holding into Monday. $TSLA https://t.co/NrKlZS4R6g",0.35851517,0.46927452,0.17221023
2022-09-29 10:20:56+00:00,"Two big things happening on September 30! 

👽 #SuperEx Platform Token Listing
👽 @elonmusk and @Tesla unveiling #Optimus 

#SuperExet #elonmusk https://t.co/b55bLeH6cw",0.0015898035,0.19375174,0.8046585
2022-09-29 10:19:44+00:00,"This has the potential to become worse than VW’s Dieselgate, if @NHTSAgov does its job. 

Is $35bn a lot? 

$TSLA https://t.co/pPZ6cpzlOE",0.8729256,0.11530876,0.011765651
2022-09-29 09:29:23+00:00,"$TSLA AI Day 2 expectations remain muted, with a new Optimus robot prototype, FSD update, and Dojo supercomputer the three parts of Fri night’s event (5pm PT)  at TSLA’s former Palo Alto CA headquarters. $TSLA 3Q volumes will be posted Sunday 10/2 (360K exp vs 357K WS). https://t.co/BzOiamxlOq",0.1807997,0.7294041,0.089796215
2022-09-29 09:03:06+00:00,"And, yesterday never happened. This is how the markets function when broken. Up one day and then gone the next. The power of the VIX. $tsla",0.22059053,0.555967,0.22344248
2022-09-29 07:17:13+00:00,"Market Recap:
https://t.co/9UcUqreEvu
Why did the market rally today? + Systemic risk is nothing to celebrate + The BOE is back to QE! The consequences are severe + The currency wars will guarantee a global recession + Charts $SPY $QQQ $IWM $DXY $GDX $TLT $VIX $AAPL $TSLA $BTC https://t.co/gt0XGdPkR1",0.68474185,0.27246058,0.042797558
2022-09-29 07:05:22+00:00,"🫶✨I may not be attending AI Day but it’s prob one of the most exciting days I look forward to at @Tesla @elonmusk 💛🫶✨
Hoping to hear about the manufacturing floor work capabilities of the Tesla Optimus Bot🤖 https://t.co/ptTBIHXDdp",0.0010989757,0.010648397,0.9882527
2022-09-29 07:05:19+00:00,"https://t.co/3zhO1O6GAh - Twitter EXPOSED, Tesla’s HUGE Q3 Push &amp; Board Change, Epic Elon Interview SOON

NEW
 
$TSLA #Tesla #TSLA #TeslaStock #ElonMusk #Airbnb #Hertz $ABNB $HTZ $TWTR https://t.co/OWUlHPajoh",0.021071907,0.57270014,0.406228
2022-09-29 07:00:01+00:00,Tesla AI Day 2022 is tomorrow! $TSLA @elonmusk https://t.co/J55yM0agMN,0.003300861,0.32688612,0.669813
2022-09-29 06:59:49+00:00,"Tesla should troll everyone at AI Day 2 by putting a humanoid robot in a Cybertruck, having it grip the yoke and turning on FSD beta to give people joyrides around the block.

Nothing could possible go wrong.

$TSLA",0.27256036,0.46674493,0.26069474
2022-09-29 06:54:36+00:00,"I still read all the comments. Hater ratio has been steadily declining over time. Makes me sad, I love them!

$TSLA",0.54488915,0.29918256,0.15592825
2022-09-29 06:54:36+00:00,"Where have all my haters gone??

:(

$TSLA",0.90351963,0.08781017,0.00867014
2022-09-29 06:27:03+00:00,"""With Hardware 4 we will have a next generation camera. 

But I have to say, we have not reached the limit of the current cameras. I'm confident we can get Full Self-Driving safer than a human with the existing cars and the existing cameras"" — @elonmusk $TSLA https://t.co/idYDw4FX9p",0.023856778,0.26602983,0.7101134
2022-09-29 06:23:32+00:00,"Predicted reactions to Tesla's AI Day 2:

Media &amp; Analysts:
- ""Disappointing""
- ""A distraction""

The masses:
- ""Can I fk it?""

TSLAQ:
- ""Stock pump, Elon's a fraud also I'm a virgin &amp; hate myself""

AI/Robotics experts:
💦

$TSLA retail investors:
💦💦💦💦💦

Seem fair?

@elonmusk",0.6138186,0.33958662,0.04659483
2022-09-29 06:06:48+00:00,"Can't wAIt for AI Day 2.

🦾

$TSLA",0.30832356,0.4976243,0.19405219
2022-09-29 06:02:20+00:00,"""The auto labeling is an extremely important part of this whole situation. Without the auto labeling, I think we would not be able to solve the self-driving problem""
— @elonmusk $TSLA https://t.co/zyYVnZLvTo",0.17349589,0.51676494,0.30973923
2022-09-29 05:51:42+00:00,"Next year the city streets are going to be very interesting. @elonmusk
Please tell me that the key fob resembles the cyber whistle 🤞🏾
#cybertruck $TSLA https://t.co/VMHZJIInP0",0.001830236,0.04139876,0.95677096
2022-09-29 05:38:00+00:00,Tesla Full Self-Driving Beta is trained on data from over 50 countries $TSLA @elonmusk https://t.co/vfRIupstWd,0.016405262,0.7357741,0.24782069
2022-09-29 05:19:26+00:00,"“The code you will write will at term run in millions of humanoid robots across the world, and will therefore be held to high quality standards” — Tesla Job Posting $TSLA @elonmusk",0.010885895,0.41477305,0.57434106
2022-09-29 04:46:00+00:00,"FSD SAVES LIVES. $TSLA 

https://t.co/4p8wnl5Ojg",0.03032912,0.5017942,0.46787664
2022-09-29 04:33:59+00:00,"""If you say, 'OK, who is Tesla hurting the most?,' putting aside the newcomers, it's the European brands. Around 7% of buyers who defect from Mercedes-Benz, Audi, BMW and Porsche go to Tesla next”

— Tom Libby, S&amp;P Global Mobility @elonmusk $TSLA",0.3110519,0.56834173,0.120606445
2022-09-29 04:26:50+00:00,@cb_doge @elonmusk @Tesla @SpaceX He's not an engineer. At all.,0.58507824,0.36948302,0.04543872
2022-09-29 04:24:20+00:00,"“When it comes to brand loyalty, a recent study shows mainstream brand Ford and luxury brand Tesla are the most successful” — Auto News $TSLA $F @elonmusk",0.0021366875,0.108233646,0.88962966
2022-09-29 03:48:02+00:00,"Demand for Model Y still clearly off the chart in the US.

- Up to 7 month wait time for LR Y.
- Up to 1 month wait time for Per Y...for justttt an extra $4k more.

Who wants to wait 7 months? More ppl will buy P. This is strategy. $TSLA can get away with this bc demand &gt; supply. https://t.co/x2XT7GIDLc",0.23482563,0.6003058,0.16486864
2022-09-29 03:37:36+00:00,"I continue to be shocked at the complete lack of attention on FX headwinds to $TSLA Q3 earnings. Yuan is now at 7.20, where it hasn’t been since ‘08. That represents a 10% reduction in revenue and 30% reduction in gross margin (to sub 20%) for China cars in Q3!! $TSLA $TSLAQ",0.83084923,0.15153418,0.017616514
2022-09-29 03:00:34+00:00,"Detailed watchlist for tomorrow!

If you're not prepping a detailed list of ideas for tomorrow with key levels and setups then you don't like money!

Let's shred tomorrow

$SPY $DIS $CHPT $MS $CHWY $NVDA $AAPL $AMD $TSLA https://t.co/vMpT0tdqaE",0.37838373,0.47892347,0.14269285
2022-09-29 02:32:52+00:00,"Predictions: $TSLA would report a record breaking quarter 355-365k for Q3 and break the resistance at $313. Some who sold all his shares will come out to apologies to the community again. 
😉",0.017231978,0.37815362,0.60461444
2022-09-29 02:04:58+00:00,"new HyperChange special on $TSLA becoming the world's largest company via robots and self driving cars #10T @elonmusk 🤖

full episode on YT ⚡️https://t.co/SYoTk4bclQ https://t.co/gsW1Jy9nov",0.0042527025,0.33291686,0.6628305
2022-09-29 00:58:42+00:00,"Another thing bears get wrong by viewing $TSLA through a legacy lens: 

Fleet sales, in $TSLA's case, are not bad!

""like Hertz, the company is not getting any discount from Tesla for its large order.""

- No discounts
- Free mass awareness generation

https://t.co/HStDO7xs0M",0.2696059,0.4383507,0.29204336
2022-09-29 00:30:32+00:00,"⚡️Watchlist for 9/29/22⚡️

✅ $SPY 
📈Calls Over 372.6/373.5
📉Puts Under 368
🚗 $TSLA
📈Calls Over 289
📉Puts Under 284
💻 $GOOG
📈Calls Over 101.50
📉Puts Under 100
📱 $META
📈Calls over 143

🔥 TURN NOTIS ON!! BE READY 🔥

⚡️LETS BANK + LEARN💰",0.040118452,0.82882655,0.13105498
2022-09-29 00:27:07+00:00,"Since my power might go out tonight, I’m posting tomorrow’s $TSLA video today:

EV Market Share: What is it, and why should investors ignore it?
https://t.co/spavi5estl",0.42767718,0.5339213,0.038401533
2022-09-29 00:15:00+00:00,"Trade plan for Thursday ✅

$SPX if it holds 3721 we should see a move to 3750-3780. Calls can work above 3721. If SPX fails at 3645 I'd consider puts

$TSLA setting up for 296-300 if it holds above 285. Calls can work above 285

$MSFT possible to see 250 if it breaks above 241",0.029981364,0.7705327,0.19948593
2022-09-29 00:03:43+00:00,"What would I do as a new trader to become successful?

- Study 1 Setup ONLY
- Trade the same stocks daily $TSLA, $AAPL, $SPX
- Execute the same entry and exit signals EVERYTIME
- Journal trades daily, identify strengths &amp; weaknesses

Doing this will save you years of failure.",0.2742421,0.57762223,0.14813568
2022-09-28 23:00:01+00:00,"$AAPL and $TSLA have seen big inflows from retail amid the broader market downturn, according to Vanda Research data released Wed.

The two stocks recorded the largest net retail purchases in the five trading days ended Tuesday, Vanda found.

Apple: +$477.55 M
Tesla: +$405.87 M https://t.co/y3iHutDtxk",0.0064017824,0.28870535,0.7048929
2022-09-28 22:41:27+00:00,"FYI: ILLINOIS RUNNING A $4,000 EV rebate on new and used EVs purchased in Q3 and restarting the same program Nov 1st to Jan 31 2023… 🤯 Income/MSRP requirements like IRA… ⁦@garyblack00⁩ ⁦@SawyerMerritt⁩ ⁦@WholeMarsBlog⁩ @Tesla $TSLA  https://t.co/dfkiR4Fl7T",0.013895993,0.7383442,0.24775977
2022-09-28 22:23:24+00:00,"I’m doing a road trip this weekend so I’ll have more complete thoughts after a few hundred more miles on 10.69, but so far I really like the progress I’m seeing with this version. Great job @Tesla team!",0.0013301086,0.015436446,0.9832335
2022-09-28 21:41:55+00:00,"$TSLA
Keep an eye on this setup over the next few weeks

Whichever way it breaks, I have a feeling it's going to be a big mover

Thin volume gaps above breakout spot and below trend line https://t.co/OETRfiO4Fi",0.20685065,0.6835708,0.10957856
2022-09-28 21:41:43+00:00,"@elonmusk and @Tesla just wanted to check with you guys if the Cyber Truck design is actually safe. 

PS: I do like the design just wanted to ask if it's safe.

#ElonMusk #Tesla #cybertruck 
#automobile #safety #SafetyInMind #SafetyFirst https://t.co/WtZqCSipQa",0.030514838,0.3835134,0.5859718
2022-09-28 21:13:21+00:00,@SawyerMerritt @elonmusk I’m sure it will be fine.  $TSLA ‘s EV business has tremendous momentum.,0.0032931988,0.0809045,0.9158023
2022-09-28 21:02:56+00:00,New coverage on Tesla w/ a BUY rating price target of $333.33. $TSLA https://t.co/cpp82pI1sZ,0.0068871793,0.6234501,0.36966273
2022-09-28 21:00:03+00:00,@SawyerMerritt @elonmusk Great…..another friend of Elon’s on the $TSLA Board.,0.002299242,0.117166325,0.88053435
2022-09-28 20:59:45+00:00,NEWS: Truist Securities analyst Jordan Levy assumed coverage on $TSLA with a Buy rating and a price target of $333.33. https://t.co/npFVTeLEgu,0.008102094,0.848679,0.14321889
2022-09-28 20:47:35+00:00,"I know nothing about the Airbnb co-founder except that today he joined the board of a company run by a pathological liar, signed contract breaker, and admitted securities fraudster, and that's enough to inform me that said Airbnb guy is an amoral scumbag.

$TSLA",0.9471192,0.047081623,0.0057991217
2022-09-28 20:45:04+00:00,editing a new  @HyperChangeTV $TSLA video 😁😁😁 https://t.co/xMC4pehmpt,0.0014396991,0.15071547,0.84784484
2022-09-28 20:27:05+00:00,"BREAKING: @Tesla has announced that Joe Gebbia, Co-founder of Airbnb, has joined the board, effective as of Sept 25, 2022. https://t.co/tKhxnhrVH9",0.0028005224,0.63129735,0.36590213
2022-09-28 20:23:43+00:00,Joe Gebbia has joined the $TSLA Board.,0.021052817,0.9223354,0.056611747
